x,y,density,phase,narrative,attention
0.0,0.0,1.302865042540608e-09,-2.234072936646926,4.024590315821176,0.017065493854619855
0.0,0.2,1.1443531492548328e-07,-1.148485610025423,5.971245133565282,0.040938453220782434
0.0,0.4,2.832069632444751e-06,2.2754034891540256,7.964083000740434,0.07648570094742115
0.0,0.6000000000000001,1.907157117570004e-05,0.12479965521716554,9.591103154641042,0.11129908756908202
0.0,0.8,3.636750979929685e-05,-3.0493983931721047,10.526601168859738,0.12618170421607935
0.0,1.0,1.8961469717240943e-05,-3.0421328902523523,10.728446132503619,0.11165761315356243
0.0,1.2000000000000002,2.7939479168057268e-06,0.7518682137943372,10.508443782453393,0.07807215034088406
0.0,1.4000000000000001,1.1180436420232537e-07,2.395702184356065,10.40013723455805,0.04675389173304385
0.0,1.6,7.307630604538693e-11,2.055668909435425,10.873115277817849,0.03444333759372071
0.0,1.8,1.1006901785087325e-07,2.102553187333272,12.04741253215509,0.04675389173304385
0.0,2.0,2.7959526077785424e-06,-2.975970370481599,13.577219269461509,0.07807215034088408
0.0,2.2,1.8992084267614107e-05,1.0600897908922535,14.787993062962814,0.11165761315356242
0.0,2.4000000000000004,3.6642256123534496e-05,-0.5693607388642848,15.00677081403483,0.12618170421607935
0.0,2.6,1.905804886037833e-05,0.5948233487902419,13.902550516728358,0.11129908756908202
0.0,2.8000000000000003,2.834701763945056e-06,3.0302020854338623,11.639183515626398,0.07648570094742115
0.0,3.0,1.1391665669783966e-07,1.8215810557004308,8.76295857970801,0.04093845322078243
0.2,0.0,1.1449739260582021e-07,0.8508876937994638,5.969996272491739,0.040938453220782434
0.2,0.2,1.0085820103727835e-05,-2.243858485100104,8.876732115096003,0.09820913290857691
0.2,0.4,0.00024717269075695363,0.3885663198918292,11.878251268708972,0.18349410274496358
0.2,0.6000000000000001,0.001695892154326874,2.7369661829500265,14.375562764934124,0.26704943033207074
0.2,0.8,0.003191348943677724,-3.1052602738238897,15.890086637979925,0.302868752128038
0.2,1.0,0.0016976473150081242,-0.15955562116938546,16.347942063539808,0.2682711541319903
0.2,1.2000000000000002,0.00024555956121715506,0.08455765075737422,16.181163250296553,0.18806692217408572
0.2,1.4000000000000001,9.999555060422448e-06,-1.2298962267252282,16.138860361129982,0.11329381751124516
0.2,1.6,6.927053148612266e-12,1.9696579956154645,16.880300814068367,0.08391369937254094
0.2,1.8,1.0038448424470465e-05,-1.4036482367236554,18.5691525125693,0.11329381751124516
0.2,2.0,0.0002463596305155262,-1.0067907854434646,20.708652366101646,0.18806692217408572
0.2,2.2,0.0017003178120644441,-0.9065362954806881,22.337156530536532,0.2682711541319904
0.2,2.4000000000000004,0.0032132187827628458,1.86867221580129,22.49986287979495,0.302868752128038
0.2,2.6,0.0017048439831939548,-2.63905963930888,20.736416169771445,0.2670494303320707
0.2,2.8000000000000003,0.0002475904497757075,2.0075998193705193,17.300276324330728,0.18349410274496358
0.2,3.0,1.0092904373811353e-05,3.024688877855335,12.995460349001663,0.09820913290857693
0.4,0.0,2.8158161615248795e-06,-1.7301665246111682,7.958423832579426,0.07648570094742115
0.4,0.2,0.00024827043233914233,0.9425657800733304,11.87233451729663,0.18349410274496358
0.4,0.4,0.006098981434038242,-2.041657091177113,15.966259429253686,0.34288662149211996
0.4,0.6000000000000001,0.04135171144349703,-0.8399204450851486,19.466516499838963,0.4992041422948339
0.4,0.8,0.07896391972525607,0.478612446505279,21.744380955134673,0.566721807287362
0.4,1.0,0.041289819235514315,0.762272676479267,22.677992703290247,0.5033233165566111
0.4,1.2000000000000002,0.006053914390594813,-2.9527812964891313,22.780837009939063,0.3553255770683384
0.4,1.4000000000000001,0.00024711244321436193,2.3678630809937813,22.964893969897343,0.21743589205957953
0.4,1.6,2.069809320975779e-11,2.224285918583861,24.03274724961108,0.16331511946835364
0.4,1.8,0.0002455627375355923,-1.221396200969897,26.17334814201557,0.21743589205957953
0.4,2.0,0.006064792225845428,0.8863465564023665,28.75799549033891,0.35532557706833834
0.4,2.2,0.04145059727403941,-1.2040512457168835,30.584910451004635,0.5033233165566111
0.4,2.4000000000000004,0.07857862866769745,3.0418186787422026,30.470559882742055,0.566721807287362
0.4,2.6,0.04151376213384684,-1.1373722772470338,27.864069293191797,0.4992041422948338
0.4,2.8000000000000003,0.006068332807030204,-2.301689511781026,23.12437780639464,0.34288662149211996
0.4,3.0,0.0002495076073255775,2.018745140122315,17.30984982921888,0.18349410274496358
0.6000000000000001,0.0,1.9156297944252018e-05,1.3998071837721695,9.57289337926761,0.11129908756908202
0.6000000000000001,0.2,0.0016896655873967932,1.7641500461189987,14.351570742948033,0.26704943033207074
0.6000000000000001,0.4,0.04145713266527708,-0.5748606335707135,19.44407030996515,0.4992041422948339
0.6000000000000001,0.6000000000000001,0.2847967269420211,2.5137857024739145,23.96468052174087,0.7275032095113418
0.6000000000000001,0.8,0.5369524559953679,1.7814220555698888,27.173729785623053,0.8281098029637104
0.6000000000000001,1.0,0.2834748315476301,-1.734913261919762,28.881911855773886,0.7407608810584926
0.6000000000000001,1.2000000000000002,0.04140963733996589,-1.0009137328510138,29.59315543784558,0.5327111468191078
0.6000000000000001,1.4000000000000001,0.0016588277276781802,2.4221247597061613,30.24686673981949,0.3392161389431469
0.6000000000000001,1.6,9.840208705158836e-08,-1.5658209016831703,31.669971628033718,0.26350841477680864
0.6000000000000001,1.8,0.0016829912897659014,-0.6775949050376826,34.03720748525358,0.33921613894314684
0.6000000000000001,2.0,0.04149662816969573,0.5366133241705149,36.65433384801415,0.5327111468191079
0.6000000000000001,2.2,0.2830426103888104,1.6173114605157637,38.22283147070847,0.7407608810584926
0.6000000000000001,2.4000000000000004,0.53490845489372,0.32470718439522445,37.48249212628079,0.8281098029637105
0.6000000000000001,2.6,0.2838406266399659,-1.3361267055235406,33.88521695675723,0.7275032095113418
0.6000000000000001,2.8000000000000003,0.04155353584064112,0.6479174407000247,27.900387991325555,0.4992041422948339
0.6000000000000001,3.0,0.0016868433550609875,2.3296157964526225,20.77523607680377,0.2670494303320707
0.8,0.0,3.6316750416349525e-05,-0.42596585059272823,10.477717812087402,0.12618170421607935
0.8,0.2,0.0032195119410743803,-3.123326623540881,15.821004797776329,0.302868752128038
0.8,0.4,0.07879204018197102,-0.7636420516776352,21.6629346817931,0.566721807287362
0.8,0.6000000000000001,0.5368277656320634,-2.4640031777207256,27.105544281359172,0.8281098029637104
0.8,0.8,1.0180164231080666,-2.6315827141724397,31.365245817765118,0.9494290762364672
0.8,1.0,0.5363299816664494,2.5028234912896763,34.16579163212202,0.8655087248408277
0.8,1.2000000000000002,0.07839465106155483,-1.9743141949216803,35.87606436894487,0.6521534234789857
0.8,1.4000000000000001,0.0029458551082973032,0.7540191090538065,37.271639968458814,0.4548244180243
0.8,1.6,3.620881171379309e-05,1.2608817540137394,39.03625141451153,0.37837586662043593
0.8,1.8,0.0034262779281897795,1.0524080364737403,41.27851433255239,0.4548244180243
0.8,2.0,0.07916434076390114,-1.1857165658186497,43.34063197703602,0.6521534234789857
0.8,2.2,0.5369712527782615,-1.767914625920711,44.04033691864446,0.8655087248408277
0.8,2.4000000000000004,1.0125202316890871,-0.8732517976398287,42.26292450221391,0.9494290762364672
0.8,2.6,0.5387684752808356,2.1045746402473657,37.592818589719776,0.8281098029637105
0.8,2.8000000000000003,0.07871270198849262,-1.0262418696295783,30.60234272126573,0.566721807287362
0.8,3.0,0.0032065967834901247,-2.888518942595706,22.61163964524975,0.302868752128038
1.0,0.0,1.9187222123590833e-05,-1.4386397010037109,10.614018954029008,0.11165761315356243
1.0,0.2,0.0016882760130490938,-1.3032839591271546,16.18199659884152,0.2682711541319903
1.0,0.4,0.04163373299456097,1.2057168501659201,22.468140602054405,0.5033233165566111
1.0,0.6000000000000001,0.2833562259988226,2.7790050958652164,28.660517930953784,0.7407608810584926
1.0,0.8,0.5356666158902238,0.2947019528886921,33.99993547593719,0.8655087248408277
1.0,1.0,0.28157774420544374,0.48352279347060395,38.109621339827946,0.8274449680804685
1.0,1.2000000000000002,0.038501236835805495,-0.31570060943715816,41.10937626221925,0.6925871364597735
1.0,1.4000000000000001,0.0016747123341071678,-2.689318310550121,43.43494435669382,0.5707737444322398
1.0,1.6,0.0032137619537927035,-2.1600798487741932,45.47382126391252,0.5256034419837055
1.0,1.8,0.005049982370744456,2.5120996036822847,47.22528510212791,0.5707737444322398
1.0,2.0,0.045045544251130505,-2.91989132107136,48.170554672387816,0.6925871364597735
1.0,2.2,0.28427557408140963,-1.563667553525214,47.45054095476252,0.8274449680804685
1.0,2.4000000000000004,0.5353635524056417,0.19845732469047067,44.30869781659496,0.8655087248408277
1.0,2.6,0.2833094983426172,2.3211499222561756,38.58105436597015,0.7407608810584927
1.0,2.8000000000000003,0.041609519273117436,0.1964669531042436,30.924458283414822,0.5033233165566112
1.0,3.0,0.0016893188543031777,-1.053848487053307,22.60566193269726,0.2682711541319903
1.2000000000000002,0.0,2.8038517166306776e-06,-2.7039068025903545,10.271189061872777,0.07807215034088406
1.2000000000000002,0.2,0.0002485136521022005,2.730554266880415,15.83356417403258,0.18806692217408572
